FeatureIdx,Average Feature Area_small,Average Feature Area_mod,Average Feature Area_large,Maximum Inscribed Circle Radius_small,Maximum Inscribed Circle Radius_mod,Maximum Inscribed Circle Radius_large,Variance Feature Orientation_small,Variance Feature Orientation_mod,Variance Feature Orientation_large,Std Dev Inscribed Circle Radius_small,Std Dev Inscribed Circle Radius_mod,Std Dev Inscribed Circle Radius_large,Maximum Feature Area_small,Maximum Feature Area_mod,Maximum Feature Area_large,Feature Unit Cell Size_small,Feature Unit Cell Size_mod,Feature Unit Cell Size_large,Average
320,0.0,0.45040806529044647,0.02553020387157676,0.0,0.0,0.1835789426527861,0.9993396735540196,0.0006603264459803226,0.0,0.0,0.0,0.17061848193004264,0.0,0.23252129134482075,0.050558289649255385,0.0,0.0,1.0,14.5
321,0.014994519929970564,0.8735918823630578,0.0,0.0034632577676576375,0.9164630917181498,0.0,0.06078747911003311,0.9392125208899669,0.0,0.0032457078893574206,0.9103271747005861,0.0,0.0,0.7891661715191127,0.0038744211246800105,0.0,1.0,0.0,20.5
322,0.0,0.0,0.11334285297409173,0.0,0.30431247429662717,0.04616878941601298,1.0,0.0,0.0,0.0,0.0,0.11222653450393316,0.0,0.00013315090385114983,0.08613733716791708,0.0,1.0,0.0,20.25
323,0.0,0.0,0.11476110868748175,0.026789237748527938,0.7507300083918319,0.0,0.0,0.1670090989697317,0.9441707037643401,0.06810547762438418,0.5529606495044509,0.0,0.0,0.0,0.2997574975802641,0.0,0.0,1.0,17.75
324,0.3995037936978936,0.08934544949980124,0.0,0.4765001983106123,0.0,0.0,1.0,0.0,0.0,0.2933755052626506,0.06998139153235627,0.0,0.7247479848504237,0.0,0.0,1.0,0.0,0.0,15.58333333
325,0.0,0.8924147863658185,0.0010161733247025801,0.0,0.0,0.3602713110985561,0.0,0.7444554909831135,0.13064027253350485,0.0,0.0,0.45009879658011537,0.0,0.6228956228956228,0.012255393466665881,0.0,0.0,1.0,37.66666667
326,0.6341608141067026,0.006161235684609434,0.0,0.29462818148297465,0.17024263841758164,0.0,1.0,0.0,0.0,0.12050150828641132,0.4048205806557817,0.0,0.835380382049761,0.0,0.0,1.0,0.0,0.0,14.875
327,0.30752378377779,0.20904634964313293,0.0,0.29462818148297465,0.17024263841758164,0.0,1.0,0.0,0.0,0.6837192178172551,0.0,0.0,0.6573256535044407,0.03177636023738865,0.0,1.0,0.0,0.0,14.91666667
328,0.0,0.6875020003200509,0.008252266928190338,0.0,0.0,0.15557169930995424,0.9627668986149994,0.037233101385000536,0.0,0.0,0.4501162927006225,0.02147544879118855,0.0,0.0,0.12000903058508612,0.0,0.0,1.0,23.5
329,0.0,0.0,0.3583368859440362,0.0,0.0,0.27314897458747156,1.0,0.0,0.0,0.0,0.0,0.10783961151486827,0.0,0.0,0.3202810299430973,0.0,0.0,1.0,13.25
330,0.9492150208772108,0.0,0.0,0.826491865553619,0.0,0.0,0.0,0.7328932814993974,0.14273007897581724,0.7767416006909296,0.0,0.0,0.9280482043084838,0.0,0.0,1.0,0.0,0.0,32.41666667
331,0.22616392378378614,0.3204918737638657,0.0,0.5229260812408744,0.0,0.0,1.0,0.0,0.0,0.2871189065034466,0.08004313214128113,0.0,0.596122073494335,0.06197795530011671,0.0,1.0,0.0,0.0,17.16666667
332,0.5939606074231217,0.02041191773263034,0.0,0.40158408587277705,0.034240503033625844,0.0,1.0,0.0,0.0,0.15277318171024323,0.32952071268008826,0.0,0.8164274215733804,0.0,0.0,1.0,0.0,0.0,20.75
333,0.0,0.0,0.15723805119822493,0.026789237748527938,0.7507300083918319,0.0,1.0,0.0,0.0,0.03552301910438144,0.6777962178826831,0.0,0.0,0.0,0.12656478600335744,0.0,1.0,0.0,12.83333333
334,0.585079166411633,0.023560324231611703,0.0,0.22117883054638257,0.28108059807585967,0.0,1.0,0.0,0.0,0.008061378245780359,0.8480775722494001,0.0,0.8122401396076685,0.0,0.0,1.0,0.0,0.0,24.0
335,0.0,0.5337493999039846,0.018337339119136417,0.0,0.0,0.13589460011547283,1.0,0.0,0.0,0.0,0.0,0.17255369437612186,0.0,0.7126163596751832,0.00708814914691091,0.0,1.0,0.0,16.75
336,0.8711755247828461,0.0,0.0,0.0,0.0,0.6987159665985901,0.0,0.8037473836217504,0.07704992335097798,0.0,0.0,0.345201290984297,0.36134402390479975,0.26776594192324527,0.0,0.0,0.0,1.0,50.75
337,0.0,0.0,0.10781214003318647,0.0,0.05733948778316982,0.08485735355071782,1.0,0.0,0.0,0.0,0.0,0.19535984524444683,0.0,0.027629233511586457,0.08114391713096299,0.0,1.0,0.0,12.41666667
338,0.17632060860051008,0.3959927766789899,0.0,0.0007596717087763943,0.9622392042034335,6.743189145286604e-06,0.6788587399256607,0.32114126007433935,0.0,0.0,0.7873797343619977,0.0033096467066094813,0.0,0.9272133095662508,0.0004674028996460238,0.0,1.0,0.0,18.25
339,0.023567583981940306,0.8276721988133114,0.0,0.7591311266261719,0.0,0.0,1.0,0.0,0.0,0.9346132254498709,0.0,0.0,0.30257211339205636,0.3322632423756019,0.0,1.0,0.0,0.0,9.0
340,0.0,0.0729716754680749,0.07252302732144283,0.0,0.5305100534925987,0.021117307376258426,1.0,0.0,0.0,0.0,0.17734952595744885,0.04808922875580657,0.0,0.23737373737373738,0.04993106191763135,0.0,1.0,0.0,11.25
341,0.28501798917296717,0.23987445180153005,0.0,0.09566232834766122,0.5274042328371287,0.0,0.6002184348278202,0.3997815651721798,0.0,0.22815863407727505,0.17996712202298853,0.0,0.20643049460947555,0.44958412374142714,0.0,0.0,1.0,0.0,13.33333333
342,0.0,0.3329812770043207,0.03756178842987673,0.0,0.614487717300408,0.014285483988868771,1.0,0.0,0.0,0.0,0.48216317318714336,0.019117820891941643,0.0,0.5055456526044761,0.02101189366941559,0.0,1.0,0.0,13.16666667
343,0.21662171798202157,0.3335626451113572,0.0,0.0,0.017012811088840285,0.09549027989957465,0.0,0.975020279621846,0.0012935177718607833,0.0,0.0,0.14739615040166631,0.018219516132950857,0.8488253319713994,0.0,0.0,1.0,0.0,36.25
344,0.0,0.0,0.21494491674879604,0.0,0.8602489441178756,0.0019167416071148385,1.0,0.0,0.0,0.0,0.66741338251771,0.007870887455093407,0.0,0.0,0.18108449561895748,0.0,1.0,0.0,7.375
345,0.0,0.6744759161465838,0.008987903406553296,0.0,0.22345047656138775,0.05758818727782367,0.0,0.8440893988724342,0.048674229698653045,0.0,0.0667492939749424,0.06179129121034338,0.0,0.29817785700138644,0.04230141011396793,0.0,0.0,1.0,14.75
346,0.9089162240615304,0.0,0.0,0.0,0.6656575386361754,0.010752574506401692,0.0,0.9101851498252932,0.016197337019173138,0.0,0.9290365399708048,0.0004506593824666438,0.08132817606713022,0.660294761418357,0.0,0.0,0.0,1.0,63.66666667
347,0.0,0.6925588094095055,0.007974600920044832,0.0,0.14039059735483253,0.07058673511618863,1.0,0.0,0.0,0.0,0.0,0.1058568080334088,0.0,0.8764111705288176,0.0013142096140642732,0.0,1.0,0.0,12.25
348,0.0,0.8802304368698992,0.0012682694312157166,0.0034632577676576375,0.9164630917181498,0.0,0.0,0.8303574982405854,0.057620089898768774,0.0003019379612938692,0.9698018265331646,2.2169297044410632e-05,0.0,0.5510992275698159,0.017297163578505928,0.0,0.0,1.0,9.5
349,0.0,0.0,0.15422671848422884,0.0,0.5305100534925987,0.021117307376258426,0.7747833922805369,0.2252166077194631,0.0,0.0,0.487061883296373,0.018757432128713957,0.0,0.0,0.3635091403566696,0.0,0.0,1.0,8.75
351,0.0,0.9349015842534806,0.00041494680370277417,0.0,0.8077446954965953,0.0036288636811128002,0.937872561565777,0.06212743843422287,0.0,0.0,0.3496509381684322,0.030060355002599404,0.02623129220251586,0.8184736611702904,0.0,0.0,1.0,0.0,13.41666667
352,0.0,0.0,0.1393801737415544,0.0,0.5815658242351165,0.016721853945421545,1.0,0.0,0.0,0.0,0.42282479735326756,0.023701374722720967,0.0,0.0,0.10998795112968225,0.0,1.0,0.0,11.16666667
353,0.0,0.0,0.20159211316755407,0.0,0.0,0.19073138406036957,1.0,0.0,0.0,0.0,0.0,0.20088887622495913,0.0,0.0,0.16836563380855402,0.0,0.0,1.0,13.5
354,0.0012724540674254063,0.9472767881516938,9.76688612825242e-06,0.0,0.30431247429662717,0.04616878941601298,0.0,0.5721352923932638,0.3661977676270315,0.0,0.23219278557658765,0.04187938628336395,0.0,0.9290948702713409,0.00043603968800090347,0.0,1.0,0.0,21.33333333
355,0.0,0.2554968795007201,0.04678298719958799,0.0,0.8077446954965953,0.0036288636811128002,1.0,0.0,0.0,0.0,0.87124717053989,0.0012765048523133622,0.0,0.4256288373935433,0.02833445112030433,0.0,1.0,0.0,12.25
356,0.0,0.0,0.23878427540592817,0.40158408587277705,0.034240503033625844,0.0,1.0,0.0,0.0,0.29078639136726997,0.07414515421315145,0.0,0.0,0.0,0.20391814535834651,0.0,1.0,0.0,9.875
357,0.0,0.9306289006240999,0.00046512592499110415,0.0,0.031058188470168814,0.08991240843663913,0.8620926940469381,0.13790730595306186,0.0,0.0,0.0,0.10725736281228779,0.0,0.6683501683501684,0.009475308588489063,0.0,1.0,0.0,17.16666667
358,0.0,0.15074411905904944,0.06085818840390674,0.0,0.5815658242351165,0.016721853945421545,1.0,0.0,0.0,0.0,0.0,0.07554110949369632,0.0,0.3175876411170529,0.03997461374063401,0.0,1.0,0.0,11.5
359,0.9175366623368845,0.0,0.0,0.5967212299762016,0.0,0.0,0.0,0.9807811321386449,0.0007877535130509237,0.48244404505453387,0.0,0.0,0.9096304603239612,0.0,0.0,1.0,0.0,0.0,50.08333333
360,0.0,0.0,0.11476110868748175,0.08397596984129622,0.5577679806062866,0.0,1.0,0.0,0.0,0.14200394737021035,0.3531494980747383,0.0,0.0,0.00011452594639872074,0.08742836672521671,0.0,1.0,0.0,10.625
361,0.0,0.0,0.1277069223336718,0.00555015032206028,0.8890019313771277,0.0,1.0,0.0,0.0,0.01992371977029036,0.7596856891125507,0.0,0.0,0.0,0.09924365647608897,0.0,1.0,0.0,11.91666667
362,0.13926952309883472,0.47682517843322686,0.0,0.5229260812408744,0.0,0.0,1.0,0.0,0.0,0.41345376020214036,0.0,0.0,0.503034504035959,0.1338100102145046,0.0,1.0,0.0,0.0,10.0
363,0.0,0.0,0.273808860831424,0.0,0.0,0.14213482772948086,1.0,0.0,0.0,0.0,0.30343877840379485,0.034465062880638296,0.0,0.0,0.2377269520715574,0.0,0.0,1.0,17.0
364,0.0,0.0,0.3213165207863923,0.0,0.0,0.7439151819503733,1.0,0.0,0.0,0.0,0.0,0.7025389075824385,0.0,0.0,0.2839781120495659,0.0,0.0,1.0,18.0
365,0.0,0.0,0.6802787668806424,0.0,0.5815658242351165,0.016721853945421545,1.0,0.0,0.0,0.0,0.05187641449265596,0.06408270055468088,0.0,0.0,0.654144275521686,0.0,0.0,1.0,13.0
366,0.0,0.16677868458953432,0.05856768123945283,0.0,0.0,0.8703205022485949,1.0,0.0,0.0,0.0,0.0,0.7461040446268108,0.0,0.3341255694196871,0.03804596991510188,0.0,0.0,1.0,14.08333333
367,0.4915903136591194,0.056701445273520786,0.0,0.3791246598986396,0.05837814143977712,0.0,1.0,0.0,0.0,0.13113757871646847,0.3782580650899289,0.0,0.7681634873370162,0.0,0.0,1.0,0.0,0.0,13.41666667
368,0.36327035451442224,0.13268552756040863,0.0,0.2044329327340531,0.30903190576207806,0.0,1.0,0.0,0.0,0.0008108267053810695,0.9532640451394423,9.869514760747553e-06,0.6992614398076612,0.011082674731445346,0.0,1.0,0.0,0.0,19.41666667
369,0.0,0.9516082573211714,0.00021874080136188856,0.9243114513805996,0.0,0.0,1.0,0.0,0.0,0.991309435895998,0.0,0.0,0.12136902104330048,0.5768276667153072,0.0,1.0,0.0,0.0,8.75
370,0.11656587921695753,0.5263565224868858,0.0,0.7033404781045801,0.0,0.0,1.0,0.0,0.0,0.8398903120097971,0.0,0.0,0.4722507496269238,0.16182693710783597,0.0,1.0,0.0,0.0,11.5
371,0.0,0.013634181469035049,0.08208472652596825,0.0,0.4998695004676293,0.023912644238350496,1.0,0.0,0.0,0.0,0.24490108954099818,0.04052991284538966,0.0,0.17617349970291146,0.0582433384131102,0.0,1.0,0.0,14.91666667
372,0.0,0.0,0.19545178378557793,0.06491936677174286,0.6106487570791501,0.0,1.0,0.0,0.0,0.061773473821084245,0.5748166665267364,0.0,0.0,0.0,0.16253202536224007,0.0,1.0,0.0,9.333333333
373,0.0,0.0,0.19405342224214958,0.14537940542600683,0.4174013728759453,0.0,0.9887081511538962,0.01129184884610374,0.0,0.31875261520933723,0.03550085542279681,0.0,0.0,0.0,0.6745288997462926,0.0,0.0,1.0,9.75
374,0.0,0.03946231397023524,0.07785340796213498,0.0,0.0,0.8380278259559755,1.0,0.0,0.0,0.0,0.0,0.7868998279044748,0.0,0.20281243810655575,0.054550043239497484,0.0,0.0,1.0,13.58333333
375,0.5546952892670661,0.03433118857023215,0.0,0.35797912807254056,0.08522592733654907,0.0,1.0,0.0,0.0,0.12387275490962449,0.39640123147092043,0.0,0.7979152276197065,0.0,0.0,1.0,0.0,0.0,16.41666667
376,0.0,0.004896783485357659,0.08351613912562932,0.0,0.6389051621897537,0.012478481911977164,1.0,0.0,0.0,0.0,0.6859680012972896,0.007051317689728471,0.0,0.16716181422063775,0.059492743100094427,0.0,1.0,0.0,11.58333333
377,0.0,0.0,0.13379439161025827,0.04751318295722609,0.6670725714002165,0.0,1.0,0.0,0.0,0.11508831668088428,0.4183394819481628,0.0,0.0,0.0,0.10482980885681695,0.0,1.0,0.0,9.833333333
378,0.0,0.0,0.19708520043352756,0.0013172558629132754,0.9447020646705414,0.0,1.0,0.0,0.0,0.005238188988826968,0.8811590661827967,0.0,0.0,0.0,0.16407850566551715,0.0,1.0,0.0,10.58333333
379,0.0,0.9563130100816131,0.00016348738690957022,0.0,0.35991166535272934,0.039149131536653656,0.0,0.48770089335814465,0.524266226553756,0.0,0.19725011833527323,0.04575963102808773,0.0,0.8102594573182809,0.0031270026088219627,0.0,1.0,0.0,23.33333333
380,0.0,0.0007572492294703346,0.08986137881745408,0.0,0.6389051621897537,0.012478481911977164,1.0,0.0,0.0,0.0,0.03131839545263381,0.0677594326397863,0.0,0.12913448207565853,0.0650945344463908,0.0,1.0,0.0,9.666666667
381,0.15014835245890085,0.45309140940751524,0.0,0.7033404781045801,0.0,0.0,1.0,0.0,0.0,0.6102891353476728,0.0,0.0,0.5177850530236215,0.1203852327447833,0.0,1.0,0.0,0.0,15.5
382,0.0,0.5077292366778685,0.020494369854697884,0.0,0.11136850677728674,0.07537556389778387,1.0,0.0,0.0,0.0,0.0,0.14481102735165582,0.0,0.6857793622499505,0.008530660464963896,0.0,1.0,0.0,13.41666667
383,0.0,0.6256361017762843,0.011862346219531882,0.0,0.0,0.3295428746991876,0.12353358890433899,0.876466411095661,0.0,0.0,0.0,0.29210139325601864,0.0,0.308476926123985,0.04106678346689279,0.0,0.0,1.0,17.0
384,0.0,0.8467594815170427,0.001996955854359071,0.0,0.5305100534925987,0.021117307376258426,0.9667627474371046,0.03323725256289541,0.0,0.0,0.23501969587546143,0.04157920143017272,0.0,0.8743315508021391,0.0013594234205809225,0.0,1.0,0.0,10.625
385,0.21787727137698945,0.3318428067761625,0.0,0.8394065697607273,0.0,0.0,1.0,0.0,0.0,0.8178338560850109,0.0,0.0,0.5898883755303428,0.06505404368613531,0.0,1.0,0.0,0.0,8.416666667
386,0.27889716637249234,0.24825866368561295,0.0,0.4765001983106123,0.0,0.0,1.0,0.0,0.0,0.3320706900417203,0.0256654625122592,0.0,0.635791060537922,0.04240284738908926,0.0,1.0,0.0,0.0,12.33333333
387,0.0,0.0,0.11692682349306383,0.0,0.6656575386361754,0.010752574506401692,1.0,0.0,0.0,0.0,0.5566053805898924,0.01404403569015632,0.0,8.608513299163305e-05,0.089399803751904,0.0,1.0,0.0,11.25
388,0.11018047937517958,0.5402872130019775,0.0,0.44705478434476253,0.0,0.0,1.0,0.0,0.0,0.264950860512844,0.11569335315569973,0.0,0.46359281869938274,0.16970669779658543,0.0,1.0,0.0,0.0,10.91666667
389,0.0,0.044167066730676906,0.07708264733154825,0.0,0.0,0.3602713110985561,0.6226610451225446,0.37733895487745533,0.0,0.0,0.0,0.24523118017188447,0.0,0.0,0.11367514064263443,0.0,0.0,1.0,14.5
390,0.0,0.5246279404704753,0.019086503856668366,0.0,0.0,0.4351098686680144,0.9720494807355512,0.027950519264448748,0.0,0.0,0.0,0.26029300094790964,0.0,0.0784313725490196,0.07289188819181149,0.0,0.0,1.0,16.5
391,0.9407697947619241,0.0,0.0,0.5485601167845552,0.0,0.0,0.0,0.3551177506237769,0.7477210534597715,0.23840839146761136,0.16187302465284842,0.0,0.9019170461765971,0.0,0.0,1.0,0.0,0.0,71.625
392,0.3738170030321635,0.11823888554475812,0.0,0.29462818148297465,0.17024263841758164,0.0,1.0,0.0,0.0,0.6968240926708242,0.0,0.0,0.7071952372163787,0.007167653149239857,0.0,1.0,0.0,0.0,16.33333333
393,0.0,0.0,0.33525235836770023,0.4274333834039935,0.0064596952079937426,0.0,1.0,0.0,0.0,0.47733394016443137,0.0,0.0,0.0,0.0,0.2976234070940277,0.0,1.0,0.0,3.875
394,0.0,0.0,0.2422665429393726,0.6409591569744023,0.0,0.0,1.0,0.0,0.0,0.806560763165616,0.0,0.0,0.0,0.0,0.20726745771052274,0.0,1.0,0.0,6.666666667
395,0.6113495340350892,0.01424766921883528,0.0,0.0,0.0,0.3916701807805134,0.0,0.7868165372185603,0.09095636821823913,0.0,0.0,0.2785336221789825,0.0,0.9625668449197861,0.0001821357273581322,0.0,0.0,1.0,48.33333333
396,0.5467487367831024,0.037148183858794426,0.0,0.5967212299762016,0.0,0.0,1.0,0.0,0.0,0.6846275148122046,0.0,0.0,0.794168712176701,0.0,0.0,1.0,0.0,0.0,18.33333333
397,0.8741190890719913,0.0,0.0,0.7749237127225491,0.0,0.0,0.7167918186031326,0.2832081813968675,0.0,0.7422831247205854,0.0,0.0,0.8162070383120272,0.0,0.0,1.0,0.0,0.0,63.66666667
398,0.0,0.0,0.09370482693149397,0.0,0.4998695004676293,0.023912644238350496,1.0,0.0,0.0,0.0,0.2434664396169266,0.04068225590947974,0.0,0.1063576945929887,0.0684960627160608,0.0,1.0,0.0,15.75
399,0.0,0.41320211233797405,0.029081366327651802,0.0,0.05733948778316982,0.08485735355071782,0.9796346294006882,0.02036537059931175,0.0,0.0,0.2167830912053355,0.043515715828167316,0.0,0.37244999009704893,0.0338113175456812,0.0,0.0,1.0,16.08333333
400,0.8140744127625683,0.0,0.0,0.1316571009422471,0.4458200730385333,0.0,1.0,0.0,0.0,0.5948432848965785,0.0,0.0,0.9165567913950637,0.0,0.0,1.0,0.0,0.0,45.08333333
401,0.7523997324185715,0.0,0.0,0.22117883054638257,0.28108059807585967,0.0,1.0,0.0,0.0,0.5647504386439115,0.0,0.0,0.8888514671106538,0.0,0.0,1.0,0.0,0.0,38.25
402,0.0489977964507045,0.6914610026657492,0.0,0.826491865553619,0.0,0.0,1.0,0.0,0.0,0.9672403919445338,0.0,0.0,0.3727792825113517,0.2552166934189406,0.0,1.0,0.0,0.0,8.333333333
403,0.0,0.0,0.2261430670878379,0.0,0.0,0.5062574084516869,1.0,0.0,0.0,0.0,0.0,0.40883602608973557,0.0,0.0,0.19178803364783378,0.0,0.0,1.0,13.16666667
404,0.3384103972940322,0.1667383265972992,0.0,0.40158408587277705,0.034240503033625844,0.0,1.0,0.0,0.0,0.2471112993464008,0.14650961100652712,0.0,0.6805603459156845,0.020310939889501143,0.0,1.0,0.0,0.0,6.75
405,0.0,0.0,0.0966185950472498,0.0,0.9416152638468267,0.00042393593963725853,1.0,0.0,0.0,0.0,0.4285386936729954,0.02321888473490472,0.0,0.08981976629035453,0.07109926432758691,0.0,1.0,0.0,12.0
406,0.9373005939925744,0.0,0.0,0.01665462760330152,0.8034479407529536,0.0,1.0,0.0,0.0,0.08891149069125381,0.48919094676134245,0.0,0.9718812583422001,0.0,0.0,1.0,0.0,0.0,66.41666667
407,0.0,0.5461993919027047,0.01741148198455969,0.0,0.35991166535272934,0.039149131536653656,0.0,0.6113539821276525,0.30210784468940394,0.0,0.3955885298810564,0.026001246058407562,0.0,0.28104575163398693,0.044355164055737153,0.0,0.0,1.0,12.58333333
408,0.0,0.2777724435909745,0.04402417077433667,0.0,0.0,0.585918679671568,1.0,0.0,0.0,0.0,0.0,0.30998844862678293,0.0,0.4486036838978016,0.026112802930711304,0.0,0.0,1.0,17.58333333
409,0.0,0.0,0.1133045217385947,0.0,0.8889935929119162,0.0012842577514331727,1.0,0.0,0.0,0.0,0.8225460257457683,0.0022520395123781616,0.0,0.00013365428107959388,0.08610244447717925,0.0,1.0,0.0,9.625
410,0.4878507595490189,0.05802709011519715,0.0,0.5709498496117117,0.0,0.0,1.0,0.0,0.0,0.7034836352755728,0.0,0.0,0.7664004212461901,0.0,0.0,1.0,0.0,0.0,19.75
411,0.5953629402144095,0.019914800917001704,0.0,0.4765001983106123,0.0,0.0,1.0,0.0,0.0,0.45661767552273536,0.0,0.0,0.8170885713574403,0.0,0.0,1.0,0.0,0.0,15.66666667
412,0.8663396691649645,0.0,0.0,0.49720760256918106,0.0,0.0,0.946099189895028,0.05390081010497196,0.0,0.32358102531339944,0.031935076501718035,0.0,0.7659596547234836,0.0,0.0,1.0,0.0,0.0,11.16666667
413,0.12287244696192424,0.5125978158053122,0.0,0.0,0.4998695004676293,0.023912644238350496,0.0,0.9226931440809135,0.012013856448966251,0.0,0.4895345212718517,0.01857552486700161,0.0,0.7026143790849674,0.007618216254740722,0.0,1.0,0.0,40.875
414,0.9071290600288351,0.0,0.0,0.35797912807254056,0.08522592733654907,0.0,0.0,0.9357151810510228,0.008312279947661861,0.12233863419996142,0.4002325435610664,0.0,0.8548494782161505,0.0,0.0,1.0,0.0,0.0,13.08333333
415,0.27927383239098313,0.247742712185054,0.0,0.7033404781045801,0.0,0.0,1.0,0.0,0.0,0.8375126183893257,0.0,0.0,0.6360744104453762,0.04226302518972478,0.0,1.0,0.0,0.0,10.125
416,0.0,0.0,0.5656109073167316,0.0,0.0,0.2302499450314429,1.0,0.0,0.0,0.0,0.0,0.18032990336788277,0.0,0.0,0.5301033024983681,0.0,0.0,1.0,11.41666667
417,0.8830549092354681,0.0,0.0,0.6609130013571026,0.0,0.0,0.9972659301791501,0.002734069820849884,0.0,0.5791326606448799,0.0,0.0,0.9088433772476996,0.0,0.0,1.0,0.0,0.0,12.75
418,0.3655303506253668,0.12958981855705495,0.0,0.0,0.0,0.1835789426527861,0.0,0.7205950538391283,0.15618461651576804,0.0,0.0,0.2716979653383218,0.47770203947019046,0.15686560630380852,0.0,0.0,1.0,0.0,21.75
419,0.0007762606243028961,0.9510245425914319,6.70785612435089e-05,0.8793739946927536,0.0,0.0,1.0,0.0,0.0,0.8424915755695465,0.0,0.0,0.1932374705728763,0.46855391799212026,0.0,1.0,0.0,0.0,8.083333333
420,0.9466569233402148,0.0,0.0,0.40158408587277705,0.034240503033625844,0.0,0.9663676118796433,0.03363238812035671,0.0,0.18448330430814364,0.2627768282002569,0.0,0.9458130668564143,0.0,0.0,1.0,0.0,0.0,18.41666667
421,0.705092449200165,0.0,0.0,0.891896448703582,0.0,0.0,0.05625887846085732,0.9437411215391427,0.0,0.984929887922916,0.0,0.0,0.5924385246974304,0.06379564389185498,0.0,1.0,0.0,0.0,7.0
422,0.23633390628303663,0.30656118324877407,0.0,0.5229260812408744,0.0,0.0,1.0,0.0,0.0,0.41599411979743517,0.0,0.0,0.6037725209955982,0.0582027559172757,0.0,1.0,0.0,0.0,12.375
423,0.0,0.0,0.10573433349799936,0.0,0.16671872833347168,0.06624242673291647,0.0,0.5963052551381343,0.32598834465609955,0.0,0.5297150566397882,0.01572991607702507,0.0,0.0,0.45013088795534006,0.0,0.0,1.0,16.16666667
424,0.021376154687757026,0.8394100954510275,0.0,0.0,0.0,0.5295307061966119,0.0,0.9777633825099904,0.0010526917144298852,0.0,0.0,0.22393843947445158,0.0,0.9622697563874034,0.00018430034575691982,0.0,0.0,1.0,15.0
425,0.0,0.0,0.10400435360746912,0.021732243222118367,0.7770353414607505,0.0,1.0,0.0,0.0,0.053478533004151216,0.6034481034818526,0.0,0.0,0.04822737175678352,0.07770834171799285,0.0,1.0,0.0,7.75
426,0.0,0.7911665866538646,0.0037034963228413193,0.0,0.614487717300408,0.014285483988868771,0.7747985172256218,0.22520148277437824,0.0,0.0,0.28880597983198547,0.03586772634034639,0.0,0.39651416122004357,0.03127830202081859,0.0,1.0,0.0,29.83333333
427,0.0,0.6988958233317331,0.007673414562211716,0.0395040063645309,0.6976889007131447,0.0,0.9598201408204745,0.040179859179525414,0.0,0.04040561853044866,0.6569627623373919,0.0,0.0,0.5174291938997821,0.020033319285322673,0.0,1.0,0.0,11.16666667
428,0.17758192214950244,0.3932410353426773,0.0,0.4274333834039935,0.0064596952079937426,0.0,1.0,0.0,0.0,0.11717239462644263,0.4131347070048807,0.0,0.5549820896012055,0.08653144608200787,0.0,1.0,0.0,0.0,12.41666667
429,0.7492459135373444,0.0,0.0,0.10678595972569235,0.5012148294754836,0.0,1.0,0.0,0.0,0.29155673288249845,0.0729063059499297,0.0,0.8874347175733828,0.0,0.0,1.0,0.0,0.0,48.41666667
430,0.047745551139742624,0.6981683721730155,0.0,0.7912885805814674,0.0,0.0,1.0,0.0,0.0,0.8419401213831584,0.0,0.0,0.3693221113047197,0.2590106522690792,0.0,1.0,0.0,0.0,8.5
431,0.0,0.014114258281325016,0.08200607748203083,0.0,0.5557909167392849,0.018917750752132666,1.0,0.0,0.0,0.0,0.2488016266147825,0.0401157213695132,0.0,0.17666864725688255,0.05817468980393524,0.0,1.0,0.0,13.33333333
432,0.9737882608538014,0.0,0.0,0.2762781480618034,0.19589419566047395,0.0,0.8190406232248,0.1809593767752,0.0,0.49852465903525783,0.0,0.0,0.9653642104707536,0.0,0.0,1.0,0.0,0.0,20.83333333
433,0.0,0.0,0.3885304867683573,0.0,0.005621768456260223,0.10001402959374914,1.0,0.0,0.0,0.0,0.03601171739703991,0.06692004790407158,0.0,0.0,0.3500343071776739,0.0,0.0,1.0,14.41666667
434,0.0825104133941418,0.6006535385673744,0.0,0.826491865553619,0.0,0.0,1.0,0.0,0.0,0.9187416740610015,0.0,0.0,0.42607511801337117,0.20385232744783305,0.0,1.0,0.0,0.0,11.08333333
435,0.8825292727552636,0.0,0.0,0.7226795253474119,0.0,0.0,0.16379691255240997,0.83620308744759,0.0,0.5323674389558093,0.0,0.0,0.8135624391757881,0.0,0.0,1.0,0.0,0.0,47.0
436,0.7643141593032072,0.0,0.0,0.0,0.0,0.11202987876293678,0.0,0.9208319980115194,0.012598130532016904,0.0,0.0,0.10338882143620905,0.35336593650487985,0.2765212315774114,0.0,0.0,0.0,1.0,38.83333333
437,0.3301237448872355,0.17808925960959604,0.0,0.0,0.5557909167392849,0.018917750752132666,0.0,0.6508809339101244,0.2438310995855395,0.0,0.39972039294759654,0.0256523453347892,0.19486122737738082,0.46621917408434266,0.0,0.0,0.0,1.0,21.83333333
438,0.0,0.19673547767642824,0.05446396019463866,0.0,0.0,0.38083048031985284,0.0,0.8205781367824211,0.06444697619113562,0.0,0.0,0.3056378328036251,0.0,0.0,0.27371493620198023,0.0,0.0,1.0,31.5
439,0.0,0.46999519923187705,0.02372313293503004,0.0,0.33854130973865215,0.04184191538995811,1.0,0.0,0.0,0.0,0.04408756539773174,0.06547570983819215,0.0,0.6468607645078234,0.01073164657301646,0.0,1.0,0.0,11.66666667
